Country or Area,Year,City,City type,Value
Netherlands,2009,Eindhoven,Urban agglomeration,325342.0
Netherlands,2009,Emmen,City proper,109441.0
Netherlands,2009,Enschede,City proper,156071.0
Netherlands,2009,Enschede,Urban agglomeration,156071.0
Netherlands,2009,Geleen-Sittard,Urban agglomeration,137799.0
Netherlands,2009,Groningen,City proper,184227.0
Netherlands,2009,Groningen,Urban agglomeration,202859.0
Netherlands,2009,Haarlem,City proper,148191.0
Netherlands,2009,Haarlem,Urban agglomeration,195940.0
Netherlands,2009,Haarlemmermeer,City proper,142042.0
Netherlands,2009,Heerlen-Kerkrade,Urban agglomeration,205677.0
Netherlands,2009,Leiden,City proper,116787.0
Netherlands,2009,Leiden,Urban agglomeration,250154.0
Netherlands,2009,Maastricht,City proper,118286.0
Netherlands,2009,Nijmegen,City proper,161817.0
Netherlands,2009,Nijmegen,Urban agglomeration,161817.0
Netherlands,2009,Rotterdam,City proper,587134.0
Netherlands,2009,Rotterdam,Urban agglomeration,989319.0
Netherlands,2009,s-Gravenhage,Urban agglomeration,627228.0
Netherlands,2009,s-Hertogenbosch,City proper,137775.0
Netherlands,2009,s-Hertogenbosch,Urban agglomeration,163063.0
Netherlands,2009,The Hague,City proper,481864.0
Netherlands,2009,Tilburg,City proper,203464.0
Netherlands,2009,Tilburg,Urban agglomeration,225930.0
Netherlands,2009,Utrecht,City proper,299891.0
Netherlands,2009,Utrecht,Urban agglomeration,434697.0
Netherlands,2009,Zaanstad,City proper,144055.0
Netherlands,2009,Zoetermeer,City proper,120881.0
Netherlands,2009,Zwolle,City proper,117703.0
Netherlands,2009,Zwolle,Urban agglomeration,117703.0
Netherlands,2008,Almere,City proper,183270.0
Netherlands,2008,Amersfoort,City proper,141211.0
Netherlands,2008,Amersfoort,Urban agglomeration,169751.0
Netherlands,2008,AMSTERDAM,City proper,747093.0
Netherlands,2008,AMSTERDAM,Urban agglomeration,1028261.0
Netherlands,2008,Apeldoorn,City proper,155108.0
Netherlands,2008,Arnhem,City proper,143582.0
Netherlands,2008,Arnhem,Urban agglomeration,145093.0
Netherlands,2008,Breda,City proper,170960.0
Netherlands,2008,Dordrecht,City proper,118182.0
Netherlands,2008,Dordrecht,Urban agglomeration,235596.0
Netherlands,2008,Ede,City proper,107686.0
Netherlands,2008,Eindhoven,City proper,210333.0
Netherlands,2008,Eindhoven,Urban agglomeration,323514.0
Netherlands,2008,Emmen,City proper,109151.0
Netherlands,2008,Enschede,City proper,154753.0
Netherlands,2008,Geleen-Sittard,Urban agglomeration,138478.0
Netherlands,2008,Groningen,City proper,182484.0
Netherlands,2008,Groningen,Urban agglomeration,201190.0
Netherlands,2008,Haarlem,City proper,147640.0
Netherlands,2008,Haarlem,Urban agglomeration,190139.0
Netherlands,2008,Haarlemmermeer,City proper,140648.0
Netherlands,2008,Heerlen-Kerkrade,Urban agglomeration,206495.0
Netherlands,2008,Leiden,City proper,116878.0
Netherlands,2008,Leiden,Urban agglomeration,249662.0
Netherlands,2008,Maastricht,City proper,118004.0
Netherlands,2008,Nijmegen,City proper,161251.0
Netherlands,2008,Rotterdam,City proper,582951.0
Netherlands,2008,Rotterdam,Urban agglomeration,984603.0
Netherlands,2008,s-Gravenhage,Urban agglomeration,621139.0
Netherlands,2008,s-Hertogenbosch,City proper,136481.0
Netherlands,2008,s-Hertogenbosch,Urban agglomeration,161818.0
Netherlands,2008,The Hague,City proper,475681.0
Netherlands,2008,Tilburg,City proper,202091.0
Netherlands,2008,Tilburg,Urban agglomeration,224410.0
Netherlands,2008,Utrecht,City proper,294737.0
Netherlands,2008,Utrecht,Urban agglomeration,429244.0
Netherlands,2008,Zaanstad,City proper,142863.0
Netherlands,2008,Zoetermeer,City proper,119504.0
Netherlands,2008,Zwolle,City proper,116365.0
Netherlands,2007,Almere,City proper,180924.0
Netherlands,2007,Amersfoort,City proper,139054.0
Netherlands,2007,Amersfoort,Urban agglomeration,167664.0
Netherlands,2007,AMSTERDAM,City proper,742884.0
Netherlands,2007,AMSTERDAM,Urban agglomeration,1022487.0
Netherlands,2007,Apeldoorn,City proper,155564.0
Netherlands,2007,Arnhem,City proper,142569.0
Netherlands,2007,Arnhem,Urban agglomeration,144096.0
Netherlands,2007,Breda,City proper,170349.0
Netherlands,2007,Dordrecht,City proper,118541.0
Netherlands,2007,Dordrecht,Urban agglomeration,235811.0
Netherlands,2007,Ede,City proper,107500.0
Netherlands,2007,Eindhoven,City proper,209699.0
Netherlands,2007,Eindhoven,Urban agglomeration,322633.0
Netherlands,2007,Emmen,City proper,108832.0
Netherlands,2007,Enschede,City proper,154476.0
Netherlands,2007,Geleen-Sittard,Urban agglomeration,139293.0
Netherlands,2007,Groningen,City proper,181613.0
Netherlands,2007,Groningen,Urban agglomeration,200422.0
Netherlands,2007,Haarlem,City proper,146960.0
Netherlands,2007,Haarlem,Urban agglomeration,189563.0
Netherlands,2007,Haarlemmermeer,City proper,138255.0
Netherlands,2007,Heerlen-Kerkrade,Urban agglomeration,207762.0
Netherlands,2007,Leiden,City proper,117485.0
Netherlands,2007,Leiden,Urban agglomeration,249480.0
Netherlands,2007,Maastricht,City proper,119038.0
Netherlands,2007,Nijmegen,City proper,160907.0
Netherlands,2007,Rotterdam,City proper,584058.0
Netherlands,2007,Rotterdam,Urban agglomeration,985950.0
Netherlands,2007,s-Gravenhage,Urban agglomeration,619414.0
Netherlands,2007,s-Hertogenbosch,City proper,135648.0
Netherlands,2007,s-Hertogenbosch,Urban agglomeration,160887.0
Netherlands,2007,The Hague,City proper,473941.0
Netherlands,2007,Tilburg,City proper,201259.0
Netherlands,2007,Tilburg,Urban agglomeration,223343.0
Netherlands,2007,Utrecht,City proper,288401.0
Netherlands,2007,Utrecht,Urban agglomeration,423153.0
Netherlands,2007,Zaanstad,City proper,141402.0
Netherlands,2007,Zoetermeer,City proper,118024.0
Netherlands,2007,Zwolle,City proper,114635.0
Netherlands,2006,Almere,City proper,178466.0
Netherlands,2006,Amersfoort,City proper,136999.0
Netherlands,2006,Amersfoort,Urban agglomeration,165888.0
Netherlands,2006,AMSTERDAM,City proper,743079.0
Netherlands,2006,AMSTERDAM,Urban agglomeration,1021254.0
Netherlands,2006,Apeldoorn,City proper,156051.0
Netherlands,2006,Arnhem,City proper,142195.0
Netherlands,2006,Arnhem,Urban agglomeration,143697.0
Netherlands,2006,Breda,City proper,169709.0
Netherlands,2006,Dordrecht,City proper,118821.0
Netherlands,2006,Dordrecht,Urban agglomeration,245482.0
Netherlands,2006,Ede,City proper,107048.0
Netherlands,2006,Eindhoven,City proper,209172.0
Netherlands,2006,Eindhoven,Urban agglomeration,322410.0
Netherlands,2006,Emmen,City proper,108589.0
Netherlands,2006,Enschede,City proper,154377.0
Netherlands,2006,Geleen-Sittard,Urban agglomeration,140230.0
Netherlands,2006,Groningen,City proper,180729.0
Netherlands,2006,Groningen,Urban agglomeration,199836.0
Netherlands,2006,Haarlem,City proper,147015.0
Netherlands,2006,Haarlem,Urban agglomeration,189639.0
Netherlands,2006,Haarlemmermeer,City proper,135136.0
Netherlands,2006,Heerlen-Kerkrade,Urban agglomeration,209634.0
Netherlands,2006,Leiden,City proper,118069.0
Netherlands,2006,Leiden,Urban agglomeration,249769.0
Netherlands,2006,Maastricht,City proper,120175.0
Netherlands,2006,Nijmegen,City proper,159522.0
Netherlands,2006,Rotterdam,City proper,588697.0
Netherlands,2006,Rotterdam,Urban agglomeration,991578.0
Netherlands,2006,s-Hertogenbosch,City proper,134717.0
Netherlands,2006,s-Hertogenbosch,Urban agglomeration,159952.0
Netherlands,2006,The Hague,City proper,475627.0
Netherlands,2006,The Hague,Urban agglomeration,621512.0
Netherlands,2006,Tilburg,City proper,200380.0
Netherlands,2006,Tilburg,Urban agglomeration,222526.0
Netherlands,2006,Utrecht,City proper,280949.0
Netherlands,2006,Utrecht,Urban agglomeration,416093.0
Netherlands,2006,Zaanstad,City proper,140270.0
Netherlands,2006,Zoetermeer,City proper,116979.0
Netherlands,2006,Zwolle,City proper,113078.0
Netherlands,2005,Almere,City proper,175007.0
Netherlands,2005,Amersfoort,City proper,134906.0
Netherlands,2005,Amersfoort,Urban agglomeration,163883.0
Netherlands,2005,AMSTERDAM,City proper,742783.0
Netherlands,2005,AMSTERDAM,Urban agglomeration,1020858.0
Netherlands,2005,Apeldoorn,City proper,156064.0
Netherlands,2005,Arnhem,City proper,141321.0
Netherlands,2005,Arnhem,Urban agglomeration,142834.0
Netherlands,2005,Breda,City proper,168054.0
Netherlands,2005,Dordrecht,City proper,119263.0
Netherlands,2005,Dordrecht,Urban agglomeration,246318.0
Netherlands,2005,Ede,City proper,106416.0
Netherlands,2005,Eindhoven,City proper,208455.0
Netherlands,2005,Eindhoven,Urban agglomeration,320677.0
Netherlands,2005,Emmen,City proper,108617.0
Netherlands,2005,Enschede,City proper,153679.0
Netherlands,2005,Geleen-Sittard,Urban agglomeration,140847.0
Netherlands,2005,Groningen,City proper,180604.0
Netherlands,2005,Groningen,Urban agglomeration,199738.0
Netherlands,2005,Haarlem,City proper,146739.0
Netherlands,2005,Haarlem,Urban agglomeration,189388.0
Netherlands,2005,Haarlemmermeer,City proper,131816.0
Netherlands,2005,Heerlen-Kerkrade,Urban agglomeration,211359.0
Netherlands,2005,Leiden,City proper,118563.0
Netherlands,2005,Leiden,Urban agglomeration,254387.0
Netherlands,2005,Maastricht,City proper,121456.0
Netherlands,2005,Maastricht,Urban agglomeration,121456.0
Netherlands,2005,Nijmegen,City proper,158215.0
Netherlands,2005,Nijmegen,Urban agglomeration,158215.0
Netherlands,2005,Rotterdam,City proper,596407.0
Netherlands,2005,Rotterdam,Urban agglomeration,999347.0
Netherlands,2005,s-Gravenhage,Urban agglomeration,618825.0
Netherlands,2005,s-Hertogenbosch,City proper,133978.0
Netherlands,2005,s-Hertogenbosch,Urban agglomeration,159217.0
Netherlands,2005,The Hague,City proper,472096.0
Netherlands,2005,Tilburg,City proper,199068.0
Netherlands,2005,Tilburg,Urban agglomeration,221460.0
Netherlands,2005,Utrecht,City proper,275258.0
Netherlands,2005,Utrecht,Urban agglomeration,410090.0
Netherlands,2005,Zaanstad,City proper,139817.0
Netherlands,2005,Zoetermeer,City proper,115792.0
Netherlands,2005,Zwolle,City proper,111900.0
Netherlands,2003,Almere,City proper,165106.0
Netherlands,2003,Amersfoort,City proper,131221.0
Netherlands,2003,Amersfoort,Urban agglomeration,160219.0
Netherlands,2003,AMSTERDAM,City proper,736562.0
Netherlands,2003,AMSTERDAM,Urban agglomeration,1013147.0
Netherlands,2003,Apeldoorn,City proper,155741.0
Netherlands,2003,Arnhem,City proper,141528.0
Netherlands,2003,Arnhem,Urban agglomeration,143055.0
Netherlands,2003,Breda,City proper,164397.0
Netherlands,2003,Dordrecht,City proper,120043.0
Netherlands,2003,Dordrecht,Urban agglomeration,246187.0
Netherlands,2003,Ede,City proper,104771.0
Netherlands,2003,Eindhoven,City proper,206118.0
Netherlands,2003,Eindhoven,Urban agglomeration,308213.0
Netherlands,2003,Emmen,City proper,108198.0
Netherlands,2003,Enschede,City proper,152321.0
Netherlands,2003,Geleen-Sittard,City proper,97806.0
Netherlands,2003,Geleen-Sittard,Urban agglomeration,141467.0
Netherlands,2003,Groningen,City proper,177172.0
Netherlands,2003,Groningen,Urban agglomeration,196180.0
Netherlands,2003,Haarlem,City proper,147097.0
Netherlands,2003,Haarlem,Urban agglomeration,189902.0
Netherlands,2003,Haarlemmermeer,City proper,122902.0
Netherlands,2003,Heerlen-Kerkrade,City proper,93969.0
Netherlands,2003,Heerlen-Kerkrade,Urban agglomeration,214261.0
Netherlands,2003,Leiden,City proper,117689.0
Netherlands,2003,Leiden,Urban agglomeration,253106.0
Netherlands,2003,Maastricht,City proper,121982.0
Netherlands,2003,Nijmegen,City proper,156198.0
Netherlands,2003,Rotterdam,City proper,599651.0
Netherlands,2003,Rotterdam,Urban agglomeration,1008390.0
Netherlands,2003,s-Gravenhage,City proper,463826.0
Netherlands,2003,s-Gravenhage,Urban agglomeration,627645.0
Netherlands,2003,s-Hertogenbosch,City proper,132501.0
Netherlands,2003,s-Hertogenbosch,Urban agglomeration,157774.0
Netherlands,2003,Tilburg,City proper,197917.0
Netherlands,2003,Tilburg,Urban agglomeration,220427.0
Netherlands,2003,Utrecht,City proper,265151.0
Netherlands,2003,Utrecht,Urban agglomeration,400559.0
Netherlands,2003,Zaanstad,City proper,139464.0
Netherlands,2003,Zoetermeer,City proper,112594.0
Netherlands,2003,Zwolle,City proper,109955.0
New Caledonia,2014,NOUMEA,City proper,99926.0
New Caledonia,2009,NOUMEA,City proper,97579.0
New Caledonia,2004,NOUMEA,City proper,91386.0
New Caledonia,1996,NOUMEA,City proper,76293.0
New Caledonia,1996,NOUMEA,Urban agglomeration,118823.0
New Zealand,2018,Auckland,City proper,1695900.0
New Zealand,2018,Christchurch,City proper,388500.0
New Zealand,2018,Christchurch,Urban agglomeration,404600.0
New Zealand,2018,Dunedin,City proper,130700.0
New Zealand,2018,Hamilton,City proper,169300.0
New Zealand,2018,Hamilton,Urban agglomeration,241200.0
New Zealand,2018,Lower Hutt,City proper,105900.0
New Zealand,2018,Napier-Hastings,Urban agglomeration,134500.0
New Zealand,2018,Tauranga,City proper,135000.0
New Zealand,2018,Tauranga,Urban agglomeration,141600.0
New Zealand,2018,WELLINGTON,City proper,216300.0
New Zealand,2018,WELLINGTON,Urban agglomeration,418500.0
New Zealand,2017,Auckland,City proper,1657200.0
New Zealand,2017,Christchurch,City proper,381500.0
New Zealand,2017,Dunedin,City proper,128800.0
New Zealand,2017,Hamilton,City proper,165400.0
New Zealand,2017,Lower Hutt,City proper,104700.0
New Zealand,2017,Napier-Hastings,Urban agglomeration,133000.0
New Zealand,2017,Tauranga,City proper,131500.0
New Zealand,2017,WELLINGTON,City proper,212700.0
New Zealand,2016,Auckland,City proper,1614400.0
New Zealand,2016,Christchurch,City proper,374900.0
New Zealand,2016,Dunedin,City proper,127000.0
New Zealand,2016,Hamilton,City proper,161200.0
New Zealand,2016,Lower Hutt,City proper,103400.0
New Zealand,2016,Napier-Hastings,Urban agglomeration,131000.0
New Zealand,2016,Tauranga,City proper,128200.0
New Zealand,2016,WELLINGTON,City proper,207900.0
New Zealand,2015,Auckland,City proper,1569900.0
New Zealand,2015,Christchurch,City proper,367800.0
New Zealand,2015,Dunedin,City proper,125800.0
New Zealand,2015,Hamilton,City proper,156800.0
New Zealand,2015,Lower Hutt,City proper,102000.0
New Zealand,2015,Napier-Hastings,Urban agglomeration,129700.0
New Zealand,2015,Tauranga,City proper,124600.0
New Zealand,2015,WELLINGTON,City proper,203800.0
New Zealand,2014,Auckland,City proper,1526900.0
New Zealand,2014,Christchurch,City proper,361900.0
New Zealand,2014,Dunedin,City proper,124600.0
New Zealand,2014,Hamilton,City proper,153000.0
New Zealand,2014,Lower Hutt,City proper,101700.0
New Zealand,2014,Napier-Hastings,Urban agglomeration,128800.0
New Zealand,2014,Tauranga,City proper,121800.0
New Zealand,2014,WELLINGTON,City proper,200000.0
New Zealand,2013,Auckland,City proper,1308828.0
New Zealand,2013,Auckland,City proper,1529400.0
New Zealand,2013,Christchurch,City proper,353346.0
New Zealand,2013,Christchurch,City proper,366100.0
New Zealand,2013,Dunedin,City proper,112023.0
New Zealand,2013,Dunedin,City proper,127500.0
New Zealand,2013,Hamilton,City proper,170562.0
New Zealand,2013,Hamilton,City proper,150200.0
New Zealand,2013,Lower Hutt,City proper,97650.0
New Zealand,2013,Lower Hutt,City proper,102900.0
New Zealand,2013,Napier-Hastings,City proper,122217.0
New Zealand,2013,Napier-Hastings,Urban agglomeration,125300.0
New Zealand,2013,Tauranga,City proper,120411.0
New Zealand,2013,Tauranga,City proper,117600.0
New Zealand,2013,WELLINGTON,City proper,190062.0
New Zealand,2013,WELLINGTON,City proper,204000.0
New Zealand,2012,Auckland,City proper,1507600.0
New Zealand,2012,Christchurch,City proper,375900.0
New Zealand,2012,Dunedin,City proper,126900.0
New Zealand,2012,Hamilton,City proper,148200.0
New Zealand,2012,Hamilton,Urban agglomeration,209300.0
New Zealand,2012,Lower Hutt,City proper,102700.0
New Zealand,2012,Napier-Hastings,Urban agglomeration,125000.0
New Zealand,2012,Tauranga,City proper,116400.0
New Zealand,2012,Tauranga,Urban agglomeration,122200.0
New Zealand,2012,WELLINGTON,City proper,202200.0
New Zealand,2012,WELLINGTON,Urban agglomeration,395600.0
New Zealand,2011,Auckland,City proper,1486000.0
New Zealand,2011,Christchurch,City proper,367700.0
New Zealand,2011,Christchurch,Urban agglomeration,380900.0
New Zealand,2011,Dunedin,City proper,126000.0
New Zealand,2011,Dunedin,Urban agglomeration,119700.0
New Zealand,2011,Hamilton,City proper,145700.0
New Zealand,2011,Hamilton,Urban agglomeration,206400.0
New Zealand,2011,Lower Hutt,City proper,103000.0
New Zealand,2011,Napier-Hastings,Urban agglomeration,124800.0
New Zealand,2011,Tauranga,City proper,115700.0
New Zealand,2011,Tauranga,Urban agglomeration,121500.0
New Zealand,2011,WELLINGTON,City proper,200100.0
New Zealand,2011,WELLINGTON,Urban agglomeration,393400.0
New Zealand,2010,Auckland,City proper,450200.0
New Zealand,2010,Auckland,Urban agglomeration,1354900.0
New Zealand,2010,Christchurch,City proper,376700.0
New Zealand,2010,Christchurch,Urban agglomeration,390300.0
New Zealand,2010,Dunedin,City proper,116600.0
New Zealand,2010,Dunedin,Urban agglomeration,124800.0
New Zealand,2010,Hamilton,City proper,143100.0
New Zealand,2010,Hamilton,Urban agglomeration,203400.0
New Zealand,2010,Lower Hutt,City proper,102700.0
New Zealand,2010,Manukau,City proper,375700.0
New Zealand,2010,Napier-Hastings,Urban agglomeration,124400.0
New Zealand,2010,North Shore,City proper,229000.0
New Zealand,2010,Tauranga,City proper,114300.0
New Zealand,2010,Tauranga,Urban agglomeration,120000.0
New Zealand,2010,Waitakere,City proper,208100.0
New Zealand,2010,WELLINGTON,City proper,197700.0
New Zealand,2010,WELLINGTON,Urban agglomeration,389700.0
New Zealand,2009,Auckland,City proper,444100.0
New Zealand,2009,Auckland,Urban agglomeration,1333300.0
New Zealand,2009,Christchurch,City proper,372600.0
New Zealand,2009,Christchurch,Urban agglomeration,386100.0
New Zealand,2009,Dunedin,City proper,115700.0
New Zealand,2009,Dunedin,Urban agglomeration,123700.0
New Zealand,2009,Hamilton,City proper,140700.0
New Zealand,2009,Hamilton,Urban agglomeration,200200.0
New Zealand,2009,Lower Hutt,City proper,102100.0
New Zealand,2009,Manukau,City proper,368600.0
New Zealand,2009,Napier-Hastings,Urban agglomeration,123200.0
New Zealand,2009,North Shore,City proper,225800.0
New Zealand,2009,Tauranga,City proper,112600.0
New Zealand,2009,Tauranga,Urban agglomeration,118200.0
New Zealand,2009,Waitakere,City proper,204500.0
New Zealand,2009,WELLINGTON,City proper,195500.0
New Zealand,2009,WELLINGTON,Urban agglomeration,386000.0
New Zealand,2008,Auckland,City proper,438100.0
New Zealand,2008,Auckland,Urban agglomeration,1313100.0
New Zealand,2008,Christchurch,City proper,369000.0
New Zealand,2008,Christchurch,Urban agglomeration,382200.0
New Zealand,2008,Dunedin,City proper,114900.0
New Zealand,2008,Dunedin,Urban agglomeration,123000.0
New Zealand,2008,Hamilton,City proper,138500.0
New Zealand,2008,Hamilton,Urban agglomeration,197300.0
New Zealand,2008,Lower Hutt,City proper,101700.0
New Zealand,2008,Manukau,City proper,361900.0
New Zealand,2008,Napier-Hastings,Urban agglomeration,122700.0
New Zealand,2008,North Shore,City proper,223000.0
New Zealand,2008,Tauranga,City proper,110500.0
New Zealand,2008,Tauranga,Urban agglomeration,116000.0
New Zealand,2008,Waitakere,City proper,201300.0
New Zealand,2008,WELLINGTON,City proper,192800.0
New Zealand,2008,WELLINGTON,Urban agglomeration,381900.0
New Zealand,2006,Auckland,City proper,1208094.0
New Zealand,2006,Auckland,City proper,428300.0
New Zealand,2006,Auckland,Urban agglomeration,1272800.0
New Zealand,2006,Christchurch,City proper,360765.0
New Zealand,2006,Christchurch,City proper,361800.0
New Zealand,2006,Christchurch,Urban agglomeration,374500.0
New Zealand,2006,Dunedin,City proper,111000.0
New Zealand,2006,Dunedin,City proper,122300.0
New Zealand,2006,Dunedin,Urban agglomeration,114400.0
New Zealand,2006,Hamilton,City proper,155259.0
New Zealand,2006,Hamilton,City proper,134400.0
New Zealand,2006,Hamilton,Urban agglomeration,191700.0
New Zealand,2006,Lower Hutt,City proper,101300.0
New Zealand,2006,Manukau,City proper,347100.0
New Zealand,2006,Napier-Hastings,City proper,118404.0
New Zealand,2006,Napier-Hastings,Urban agglomeration,121900.0
New Zealand,2006,North Shore,City proper,216900.0
New Zealand,2006,Tauranga,City proper,108882.0
New Zealand,2006,Tauranga,City proper,106700.0
New Zealand,2006,Tauranga,Urban agglomeration,112100.0
New Zealand,2006,Waitakere,City proper,195300.0
New Zealand,2006,WELLINGTON,City proper,178680.0
New Zealand,2006,WELLINGTON,City proper,187700.0
New Zealand,2006,WELLINGTON,Urban agglomeration,375600.0
New Zealand,2005,Auckland,City proper,425400.0
New Zealand,2005,Auckland,Urban agglomeration,1241700.0
New Zealand,2005,Christchurch,City proper,347700.0
New Zealand,2005,Christchurch,Urban agglomeration,367800.0
New Zealand,2005,Dunedin,City proper,122500.0
New Zealand,2005,Dunedin,Urban agglomeration,114800.0
New Zealand,2005,Hamilton,City proper,131400.0
New Zealand,2005,Hamilton,Urban agglomeration,185100.0
New Zealand,2005,Lower Hutt,City proper,100500.0
New Zealand,2005,Manukau,City proper,332900.0
New Zealand,2005,North Shore,City proper,212200.0
New Zealand,2005,Tauranga,City proper,103900.0
New Zealand,2005,Tauranga,Urban agglomeration,109100.0
New Zealand,2005,Waitakere,City proper,191900.0
New Zealand,2005,WELLINGTON,City proper,185100.0
New Zealand,2005,WELLINGTON,Urban agglomeration,370100.0
New Zealand,2003,Auckland,City proper,415100.0
New Zealand,2003,Auckland,Urban agglomeration,1199300.0
New Zealand,2003,Christchurch,City proper,338800.0
New Zealand,2003,Christchurch,Urban agglomeration,358000.0
New Zealand,2003,Dunedin,City proper,121100.0
New Zealand,2003,Dunedin,Urban agglomeration,113600.0
New Zealand,2003,Hamilton,City proper,126500.0
New Zealand,2003,Hamilton,Urban agglomeration,178900.0
New Zealand,2003,Manukau,City proper,317500.0
New Zealand,2003,Napier-Hastings,Urban agglomeration,118400.0
New Zealand,2003,North Shore,City proper,205000.0
New Zealand,2003,Tauranga,City proper,98500.0
New Zealand,2003,Tauranga,Urban agglomeration,103600.0
New Zealand,2003,Waitakere,City proper,185600.0
New Zealand,2003,WELLINGTON,City proper,179000.0
New Zealand,2003,WELLINGTON,Urban agglomeration,363400.0
New Zealand,2001,Auckland,City proper,1074507.0
New Zealand,2001,Christchurch,City proper,334107.0
New Zealand,2001,Dunedin,City proper,107088.0
New Zealand,2001,Hamilton,City proper,138792.0
New Zealand,2001,WELLINGTON,City proper,162981.0
Nicaragua,2005,León,Urban agglomeration,139433.0
Nicaragua,2005,MANAGUA,Urban agglomeration,908892.0
Niger,2012,Maradi,City proper,267249.0
Niger,2012,NIAMEY,City proper,1026848.0
Niger,2012,Tahoua,City proper,149498.0
Niger,2012,Zinder,City proper,322935.0
Niger,2001,Maradi,City proper,148017.0
Niger,2001,NIAMEY,City proper,707951.0
Niger,2001,Zinder,City proper,170575.0
Nigeria,1991,Aba,City proper,500183.0
Nigeria,1991,Abeokuta,City proper,352735.0
Nigeria,1991,ABUJA,City proper,107069.0
Nigeria,1991,ABUJA,Urban agglomeration,378671.0
Nigeria,1991,Ado-Ekiti,City proper,156122.0
Nigeria,1991,Akure,City proper,239124.0
Nigeria,1991,Awka,City proper,104682.0
Nigeria,1991,Bauchi,City proper,206537.0
Nigeria,1991,Benin City,City proper,762719.0
Nigeria,1991,Bida,City proper,111245.0
Nigeria,1991,Calabar,City proper,310839.0
Nigeria,1991,Damaturu,City proper,141897.0
Nigeria,1991,Ede,City proper,142363.0
Nigeria,1991,Effon-Alaiye,City proper,158977.0
Nigeria,1991,Enugu,City proper,407756.0
Nigeria,1991,Gboko,City proper,101281.0
Nigeria,1991,Gombe,City proper,163604.0
Nigeria,1991,Gusau,City proper,132393.0
Nigeria,1991,Ibadan,City proper,1835300.0
Nigeria,1991,Ife,City proper,186856.0
Nigeria,1991,Ijebu-Ode,City proper,124313.0
Nigeria,1991,Ikare,City proper,103843.0
Nigeria,1991,Ikire,City proper,111435.0
Nigeria,1991,Ikorodu,City proper,184674.0
Nigeria,1991,Ikot Ekpene,City proper,119402.0
Nigeria,1991,Ilawe-Ekiti,City proper,104049.0
Nigeria,1991,Ilesha,City proper,139445.0
Nigeria,1991,Ilorin,City proper,532089.0
Nigeria,1991,Ise,City proper,108136.0
Nigeria,1991,Iseyin,City proper,170936.0
Nigeria,1991,Iwo,City proper,125645.0
Nigeria,1991,Jimeta,City proper,141724.0
Nigeria,1991,Jos,City proper,510300.0
Nigeria,1991,Kaduna,City proper,993642.0
Nigeria,1991,Kano,City proper,2166554.0
Nigeria,1991,Katsina,City proper,259315.0
Nigeria,1991,Lagos,City proper,5195247.0
Nigeria,1991,Maiduguri,City proper,618278.0
Nigeria,1991,Makurdi,City proper,151515.0
Nigeria,1991,Minna,City proper,189191.0
Nigeria,1991,Mubi,City proper,128900.0
Nigeria,1991,Nnewi,City proper,121065.0
Nigeria,1991,Ogbomosho,City proper,433030.0
Nigeria,1991,Okene,City proper,312775.0
Nigeria,1991,Okpogho,City proper,105127.0
Nigeria,1991,Ondo,City proper,146051.0
Nigeria,1991,Onitsha,City proper,350280.0
Nigeria,1991,Oshogbo,City proper,250951.0
Nigeria,1991,Owerri,City proper,119711.0
Nigeria,1991,Owo,City proper,157181.0
Nigeria,1991,Oyo,City proper,369894.0
Nigeria,1991,Port Harcourt,City proper,703421.0
Nigeria,1991,Sagamu,City proper,127513.0
Nigeria,1991,Sango Otta,City proper,103332.0
Nigeria,1991,Sapele,City proper,109576.0
Nigeria,1991,Sokoto,City proper,329639.0
Nigeria,1991,Suleja,City proper,105075.0
Nigeria,1991,Ugep,City proper,134773.0
Nigeria,1991,Umuahia,City proper,147167.0
Nigeria,1991,Warri,City proper,363382.0
Nigeria,1991,Zaria,City proper,612257.0
Niue,2011,ALOFI,City proper,639.0
Niue,2006,ALOFI,City proper,581.0
Niue,2001,ALOFI,City proper,615.0
North Macedonia,2016,SKOPJE,City proper,546824.0
North Macedonia,2012,SKOPJE,City proper,536271.0
North Macedonia,2010,SKOPJE,City proper,531444.0
North Macedonia,2009,SKOPJE,City proper,529051.0
North Macedonia,2008,Kumanovo,City proper,106626.0
North Macedonia,2008,SKOPJE,City proper,526720.0
North Macedonia,2007,Kumanovo,City proper,106407.0
North Macedonia,2007,SKOPJE,City proper,524470.0
North Macedonia,2006,SKOPJE,City proper,522187.0
North Macedonia,2002,SKOPJE,City proper,467257.0
Northern Mariana Islands,2010,GARAPAN,City proper,3983.0
Northern Mariana Islands,2000,GARAPAN,City proper,3588.0
Norway,2019,OSLO,City proper,681067.0
Norway,2018,OSLO,City proper,673469.0
Norway,2017,OSLO,City proper,666759.0
Norway,2016,OSLO,City proper,657478.0
Norway,2015,OSLO,City proper,647875.0
Norway,2014,OSLO,City proper,634293.0
Norway,2012,Bergen,City proper,265857.0
Norway,2012,OSLO,City proper,618683.0
Norway,2012,Stavanger,City proper,128369.0
Norway,2012,Trondheim,City proper,178021.0
Norway,2011,Bergen,City proper,262077.0
Norway,2011,OSLO,City proper,606257.5
Norway,2011,Stavanger,City proper,126763.5
Norway,2011,Trondheim,City proper,174917.0
Norway,2010,Bergen,City proper,258496.0
Norway,2010,OSLO,City proper,593045.0
Norway,2010,Stavanger,City proper,124935.5
Norway,2010,Trondheim,City proper,172211.0
